jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,jenis_sarana,anomaly_label
DALAM NEGERI,RS GRAHA MEDIKA,"JL. RAYA GENTENG, DUSUN SIDOREJO WETAN RT 002 RW 001, DESA YOSOMULYO, KEC. GAMBIRAN",Kab. Banyuwangi,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,132325009639,2025-06-24,O4015,3,"DUS, 1 VIAL @ 1 G",2027-01-06 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSI GARAM,SUMENEP,Kab. Sumenep,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,250776810,2025-06-24,I604N092,50,"DUS, 1 VIAL @ 1 G",2027-10-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MUHAMMADIYAH AHMAD DAHLAN,JL. GATOT SUBROTO NO.84 NGAMPEL MOJOROTO KEDIRI 64112,Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-06-24,IMRPA41574,50,"DUS, 1 VIAL @ 1 G",2026-12-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSI FATIMAH,JL. JEMBER NO. 25 BANYUWANGI DS. KALIREJO KEC. KABAT BANYUWANGI 68461,Kab. Banyuwangi,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,[$-125044651]125044651,2025-06-24,IMRPA51590,15,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK BENDO FARMA,"RAYA KARANGPANDAN NO.241, JL",Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,JAWA TIMUR,KAB. MALANG,8320697155,2025-06-24,PSH87953,1,"DUS, 10 VIAL @ 1 G",2026-07-31 00:00:00,-,Apotek,1
DALAM NEGERI,RS WONOLANGAN,PROBOLINGGO,Kab. Probolinggo,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,250779217,2025-06-24,I604O005,40,"DUS, 1 VIAL @ 1 G",2028-01-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS ADI HUSADA SURABAYA,"JL.UNDAAN WETAN 40-44,KETABANG",Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,2309143141,2025-06-24,K42624J,10,"DUS, 10 VIAL @ 1 G",2026-11-05 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM TRIHYDRATE,INTERBAT,MENSA BINASUKSES CABANG MALANG,JAWA TIMUR,KAB. MALANG,250777222,2025-06-24,I603N007,50,"DUS, 1 VIAL @ 0.5 GRAM",2027-10-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS WONOLANGAN,PROBOLINGGO,Kab. Probolinggo,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,250779215,2025-06-24,I604O005,10,"DUS, 1 VIAL @ 1 G",2028-01-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK BLITAR,JL. SERUNI 43 RT.003 RW.006 KEPANJENKIDUL KEPANJENKIDUL KOTA BLITAR JAWA TIMUR 66117,KOTA BLITAR,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,125070193,2025-06-24,IMRPA51590,20,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Apotek,1
DALAM NEGERI,RSUD DR R SOEDARSONO,JALAN PAHLAWAN NO.22 PEKUNCEN PANGGUNGREJO,Kota Pasuruan,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,2808451484,2025-06-24,D4K227,15,"DUS, 10 VIAL @ 1 G",2026-10-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PANTI NIRMALA,JL. KEBALEN WETAN NO.8 RT.09/RW.01,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEREM 1 G INJEKSI,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,131625014863,2025-06-24,2406111,5,1 BOX @ 1 VIAL,2026-07-30 00:00:00,3573,Rumah Sakit,1
DALAM NEGERI,RS GRAHA MEDIKA,"JL. RAYA GENTENG, DUSUN SIDOREJO WETAN RT 002 RW 001, DESA YOSOMULYO, KEC. GAMBIRAN",Kab. Banyuwangi,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,132325009639,2025-06-24,O4035,17,"DUS, 1 VIAL @ 1 G",2027-04-09 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL.NUSAKAMBANGAN NO.56 MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,25391,2025-06-24,O4015,20,"DUS, 1 VIAL @ 1 G",2027-01-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,APOTEK KAWI,JL. KAWI KIOS NO.3-4 RT.006 RW.004 BARENG KLOJEN KOTA MALANG 65116,KOTA MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM TRIHYDRATE,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,125070195,2025-06-24,I604N075,2,"DUS, 1 VIAL @ 1 GRAM",2027-08-31 00:00:00,NAN,Apotek,1
DALAM NEGERI,RSI GARAM,SUMENEP,Kab. Sumenep,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,250787528,2025-06-25,I604O001,14,"DUS, 1 VIAL @ 1 G",2028-01-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSI GARAM,SUMENEP,Kab. Sumenep,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,250787528,2025-06-25,I604O003,6,"DUS, 1 VIAL @ 1 G",2028-01-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSI GARAM,SUMENEP,Kab. Sumenep,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,250787528,2025-06-25,I604O0042,10,"DUS, 1 VIAL @ 1 G",2028-01-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO NO. 90,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202506/17974,2025-06-25,EL4960B,10,"DUS, 1 VIAL @ 1 G",2026-11-27 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD DR R SOSODORO DJATIKOESOEMO,JL. VETERAN NO. 36 BOJONEGORO,Kab. Bojonegoro,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341086702,2025-06-25,PSH88253,40,"DUS, 10 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSI GARAM,SUMENEP,Kab. Sumenep,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,250787528,2025-06-25,I604N092,20,"DUS, 1 VIAL @ 1 G",2027-10-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS WAVA HUSADA,"JL. PANGLIMA SUDIRMAN 99A KEPANJEN, KAB. MALANG 65163",MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325005368,2025-06-25,IMRPA51590,59,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSIA KASIH BUNDA,JL. JAYA WIJAYA NO.1 PARE,Kota Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEREM 1 G INJEKSI,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,132425015024,2025-06-25,2406111,3,1 BOX @ 1 VIAL,2026-07-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MITRA KELUARGA PONDOK TJANDRA,JL. RAYA TAMAN ASRI KAV D NO.1-8 RT.000 RW.000 61256,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325006921,2025-06-25,IMRPA51581,6,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,PERSADA HOSPITAL,"JL. PANJI SUROSO ARAYA BUSINESS CENTRE KAV.II-IV PURWODADI, KEC. BLIMBING, KOTA MALANG 65125",KOTA MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325005370,2025-06-25,IMRPA51590,50,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PANTI NIRMALA,JL. KEBALEN WETAN NO.8 RT.09/RW.01,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEREM 1 G INJEKSI,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,131625014963,2025-06-25,2406111,10,1 BOX @ 1 VIAL,2026-07-30 00:00:00,3573,Rumah Sakit,1
DALAM NEGERI,RS MITRA KELUARGA,JL.JEND S. PARMAN NO 8 RT 00 RW 00 WARU WARU SIDOARJO 61256,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125103522,2025-06-25,IMRPA51581,2,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS DARMAYU,JL. KAPTEN TENDEAN NO. 47 KEL. DEMANGAN KEC. TAMAN KOTA MADIUN 63136,KOTA MADIUN,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-06-25,IMRPA41574,10,"DUS, 1 VIAL @ 1 G",2026-12-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK 123,JL. MANUKAN TAMA NO. 178,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,130525034722,2025-06-26,O4084,12,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Apotek,1
DALAM NEGERI,RSU CITRA MEDIKA,JL.LAMONGREJO NO.28 JETIS LAMONGAN,Kab. Lamongan,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG SIDOARJO II,JAWA TIMUR,KAB. SIDOARJO,2500301014508/SJ25003016595/250031016754,2025-06-26,CJ24030A,1,"DUS , 10 VIAL @ 1G",2026-03-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,KLINIK UTAMA KASIH KARUNIA,JL. RAYA SATELIT BARAT BLOK AS KAV. 1,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202506/18767,2025-06-26,EL4960B,20,"DUS, 1 VIAL @ 1 G",2026-11-27 00:00:00,NAN,Klinik,1
DALAM NEGERI,RS MITRA KELUARGA PONDOK TJANDRA,JL. RAYA TAMAN ASRI KAV D NO.1-8 RT.000 RW.000 61256,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325006991,2025-06-26,IMRPA51581,4,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO NO. 90,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202506/19413,2025-06-26,EL4960B,10,"DUS, 1 VIAL @ 1 G",2026-11-27 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK SAHABAT,JL.PERINTISBUMIWONOREJO,Kab. Nabire,Papua,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM TRIHYDRATE,INTERBAT,PODO MEKAR JAYA SENTOSA,JAWA TIMUR,KOTA SURABAYA,PMJ01/01/FP/2506/03640,2025-06-26,I604N092,1,"DUS, 1 VIAL @ 1 GRAM",0000-00-00,NAN,Apotek,1
DALAM NEGERI,KLINIK UTAMA RAWAT INAP 3D,JL. BHASKARA SARI NO. 15,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202506/18762,2025-06-26,EL4960B,4,"DUS, 1 VIAL @ 1 G",2026-11-27 00:00:00,NAN,Klinik,1
DALAM NEGERI,KLINIK UTAMA RAWAT INAP 3D,JL. BHASKARA SARI NO. 15,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202506/18760,2025-06-26,EL4960B,4,"DUS, 1 VIAL @ 1 G",2026-11-27 00:00:00,NAN,Klinik,1
DALAM NEGERI,NATIONAL HOSPITAL,JL. BOULEVARD FAMILI SELATAN,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341087504,2025-06-26,PSH88253,1,"DUS, 10 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS UBAYA,JL. PANJANG JIWO PERMAI NO. 89 TENGGILIS MEJOYO KOTA SURABAYA 60299,KOTA SURABAYA,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325007077,2025-06-26,IMRPA51582,155,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RS SURABAYA PREMIER,JL NGINDEN INTAN BARAT BLK B,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA II,JAWA TIMUR,KOTA SURABAYA,FKSB2/202506/16471,2025-06-26,EM4850,60,"DUS, 1 VIAL @ 1 G",2026-12-11 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSK BUDI RAHAYU,JL. JEND. A.YANI NO.18 KEPANJEN KIDUL KEPANJEN KIDUL BLITAR KOTA BLITAR 66117,KOTA BLITAR,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325005424,2025-06-26,IMRPA51590,40,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO SURABAYA,"JL. RAYA DARMO, NO:90",Kota Surabaya,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM TRIHYDRATE,NOVELL PHARMACEUTICAL LABORATORIES,ANTARMITRA SEMBADA CABANG SURABAYA 2,JAWA TIMUR,KOTA SURABAYA,INVSB2250607484,2025-06-26,EHL199,10,"DUS, 1 VIAL @ 1 G",2025-12-31 00:00:00,TRIAL,Rumah Sakit,1
DALAM NEGERI,RSK BUDI RAHAYU,JL. JEND. A.YANI NO.18 KEPANJEN KIDUL KEPANJEN KIDUL BLITAR KOTA BLITAR 66117,KOTA BLITAR,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325005424,2025-06-26,IMRPA51582,10,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD MAARDI WALUYO,"JL. KALIMANTAN NO.113 KEL. KARANGTENGAH KEC. SANAN WETAN, KOTA BLITAR 66137",KOTA BLITAR,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325005493,2025-06-28,IMRPA51590,60,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD DR SAIFUL ANWAR,"JL. JAKSA AGUNG SUPRAPTO NO. 1-2 KEL. KLOJEN KEC. KLOJEN, KOTA MALANG 65111",KOTA MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,125071732,2025-06-28,IMRPA51590,300,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,APOTEK DR RATNA,JL.RAYA KERTAJAYA INDAH TIMUR VIII/66 BL,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,KALLISTA PRIMA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,33813,2025-06-28,D4A565,1,"DUS, 10 VIAL @ 1 G",2026-01-01 00:00:00,MEROPENEM 1 GRAM INJEKSI,Apotek,1
DALAM NEGERI,APOTEK DR RATNA,JL.RAYA KERTAJAYA INDAH TIMUR VIII/66 BL,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,KALLISTA PRIMA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,33813,2025-06-28,D4K229,10,"DUS, 10 VIAL @ 1 G",2026-10-01 00:00:00,MEROPENEM 1 GRAM INJEKSI,Apotek,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL. NUSA KAMBANGAN NO.56 KEL.KASIN,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,FKMLG/202506/11383,2025-06-28,EL4848B,10,"DUS, 1 VIAL @ 1 G",2026-11-22 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSU MUHAMMADIYAH,JL. P. SUDIRMAN NO.42 DS. MERGAYU KEC. BANDUNG KAB. TULUNGAGUNG 66274,TULUNGAGUNG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-06-28,IMRPA41574,6,"DUS, 1 VIAL @ 1 G",2026-12-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK 123,JL. MANUKAN TAMA NO. 178,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,130525035139,2025-06-28,O4084,9,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Apotek,1
DALAM NEGERI,APOTEK BUMI MEDIKA FARMA,PERUM BUMI TEGAL BESAR BLOK A-2 KALIWATES,Kota Tegal,Jawa Tengah,MEROPENEM TRIHYDRATE,SIMPENEM,SIMEX PHARMACEUTICAL INDONESIA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,132325010003,2025-06-30,SP3G02,2,"DUS,1 VIAL @ 1 GRAM",2025-09-30 00:00:00,NAN,Apotek,1
DALAM NEGERI,SILOAM HOSPITALS,JL. GAJAHMADA NO. 104 KALIWATES JEMBER 68131,Kab. Jember,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,[$-125046402]125046402,2025-06-30,IMRPA51590,10,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Lainnya,1
DALAM NEGERI,RS WIJAYA KUSUMA,JL. A.YANI NO.149 LUMAJANG 67311,Kab. Lumajang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,[$-325003171]325003171,2025-06-30,IMRPA51590,30,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSU KARSA HUSADA,JL. A. YANI NO. 10-13 NGAGLIK,Kota Batu,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,PENTA VALENT CABANG MALANG,JAWA TIMUR,KAB. MALANG,400117250013474,2025-06-30,D5A422,19,"DUS, 10 VIAL @ 1 G",2027-01-31 00:00:00,MEROPENEM INJEKSI 1 G / RUMAH SAKIT UMUM KARSA HUSADA KOTA BATU / GKL1515623944B1,Rumah Sakit,1
DALAM NEGERI,RS PREMIER SURABAYA,"JL. NGINDEN INTAN BARAT BLOK B, NGINDEN JANGKUNGAN, SUKOLILO, SURABAYA, JAWA TIMUR 60118",Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125106863,2025-06-30,IMRPA51582,49,"DUS, 1 VIAL @ 1 G",2027-01-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MUHAMMADIYAH,BABAT,Kab. Lamongan,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,250807819,2025-06-30,I604O0042,10,"DUS, 1 VIAL @ 1 G",2028-01-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS ADI HUSADA SURABAYA,SURABAYA,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,MENSA BINASUKSES CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,250807360,2025-06-30,I037N0042,75,"DUS, 1 VIAL @ 1 G",2027-11-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK CENDRAWASIH,JL. SUTOYO NO. 6C NGAWI 63217,Kab. Ngawi,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM TRIHYDRATE,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,@,2025-06-30,I604N088,3,"DUS, 1 VIAL @ 1 GRAM",2027-09-30 00:00:00,NAN,Apotek,1
