jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,jenis_sarana,kategori_obat,anomaly_label,anomaly_reason
Dalam Negeri,RS AMELIA,JL. PAHLAWAN NO. 25 A,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-01-30,N2508032,10.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,APOTEK KIMIA FARMA TA 2,JL. PAHLAWAN NO. 35 TULUNGAGUNG,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-01-07,N2508032,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK KIMIA FARMA TA 2,JL. PAHLAWAN NO. 35 TULUNGAGUNG,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-02-04,N2508032,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK KIMIA FARMA TA 2,JL. PAHLAWAN NO. 35 TULUNGAGUNG,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-04-06,N2601044,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Apotek,misoprostol,1,Normal
Dalam Negeri,RS INSTALASI FARMASI AMELIA,JL. PAHLAWAN NO.25 A PARE KAB.KEDIRI,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MERAPI UTAMA PHARMA CABANG MADIUN,Jawa Timur,Kota Madiun,2602201002950/SJ26022003202/260221003202,2026-03-11,N2512025,20.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Instalasi Farmasi,misoprostol,1,Normal
Dalam Negeri,RS FATIMAH,"JL. PAHLAWAN SELATAN NO 18 SUKOMULYO, LAMONGAN, LAMONGAN 62216",LAMONGAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,NEOPROST,GRACIA PHARMINDO,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,126035606,2026-03-26,RM014,2.0,"DUS, 3 STRIP @ 10 TABLET",2026-12-31,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSIA FATIMAH,JL. PAHLAWAN SELATAN NO. 18 LAMONGAN SUKOMULYO,PROBOLINGGO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,NEOPROST,GRACIA PHARMINDO,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260011823.400116260011823400116260011823),2026-04-08,RM014,2.0,"DUS, 3 STRIP @ 10 TABLET",2026-12-31,NEOPROST TABLET @3X10S / RSIA FATIMAH / DKL2035310010A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSIA FATIMAH,JL. PAHLAWAN SELATAN NO. 18 LAMONGAN SUKOMULYO,PROBOLINGGO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,NEOPROST,GRACIA PHARMINDO,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260013110.400116260013110400116260013110),2026-04-17,RM014,4.0,"DUS, 3 STRIP @ 10 TABLET",2026-12-31,NEOPROST TABLET @3X10S / RSIA FATIMAH / DKL2035310010A1,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS MUHAMMADIYAH BANDUNG,JL. PANG SUDIRMAN 42 MERGAYU,TULUNGAGUNG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,"1,32426E+11",2026-02-28,N2512025,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,APOTEK HERO,JL. PANG SUDIRMAN NO. 92,JAWA TIMUR,,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,"1,31626E+11",2026-03-14,N2511028,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,3507,Apotek,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,APOTEK HERO,JL. PANG SUDIRMAN NO. 92,JAWA TIMUR,,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,"1,31626E+11",2026-02-26,N2511028,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,3507,Apotek,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,APOTEK WIJAYA,JL. PANG. SUDIRMAN NO.8 MANGUN DIKARAN NGANJUK 64412,APOTEK,,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,@,2026-03-31,TIVTA50032,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Apotek,misoprostol,-1,Provinsi tujuan kosong padahal kota diisi
Dalam Negeri,KLINIK MITRA PRIMA CARE,"JL. PANGLIMA SUDIRMAN 148 KAV. F PAGENTAN, SINGOSARI, KAB. MALANG 65153",MALANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,Jawa Timur,Kab. Malang,126050179,2026-04-29,TIVTA50032,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,RS BHAYANGKARA WAHYU TUTUKO,"JL. PANGLIMA SUDIRMAN 169 KLANGON, BOJONEGORO 62113",BOJONEGORO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,126001428,2026-01-06,TIVTA50033,6.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS ANAK BERSALIN SITI AISYAH,JL. PANGLIMA SUDIRMAN 65 PROBOLINGGO - JAWA TIMUR,PROBOLINGGO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MERAPI UTAMA PHARMA CABANG MALANG,Jawa Timur,Kab. Malang,2601801000254/SJ26018000284/260181000284,2026-01-08,N2510080,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-10-31,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS ANAK BERSALIN SITI AISYAH,JL. PANGLIMA SUDIRMAN 65 PROBOLINGGO - JAWA TIMUR,PROBOLINGGO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MERAPI UTAMA PHARMA CABANG MALANG,Jawa Timur,Kab. Malang,2601801003722/SJ26018004189/260181004258,2026-03-11,N2512025,3.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,APOTEK PANGSUD,JL. PANGLIMA SUDIRMAN NO. 68. KEL. KAUMAN. KEC. BOJONEGORO,GRESIK,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260002824.400116260002824400116260002824),2026-01-27,N2511002,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-30,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / APT. PANGSUD / GKL1843000210A1,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK PANGSUD,JL. PANGLIMA SUDIRMAN NO. 68. KEL. KAUMAN. KEC. BOJONEGORO,GRESIK,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260002824.400116260002824400116260002824),2026-01-27,N2511051,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / APT. PANGSUD / GKL1843000210A1,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK ARJUNA TRG,"JL. PANGLIMA SUDIRMAN NO.125 - A2, DS. NGANTRU, KEC. TRENGGALEK",TRENGGALEK,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026040190,2026-04-08,T38250016,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK ARJUNA TRG,"JL. PANGLIMA SUDIRMAN NO.125 - A2, DS. NGANTRU, KEC. TRENGGALEK",TRENGGALEK,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026042424,2026-04-30,T38250016,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK ARJUNA TRG,"JL. PANGLIMA SUDIRMAN NO.125 - A2, DS. NGANTRU, KEC. TRENGGALEK",TRENGGALEK,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026050467,2026-05-11,T38250016,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK ARJUNA TRG,"JL. PANGLIMA SUDIRMAN NO.125 - A2, DS. NGANTRU, KEC. TRENGGALEK",TRENGGALEK,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026030872,2026-03-16,T38250012,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,RS BHAYANGKARA WAHYU TUTUKO,JL. PANGLIMA SUDIRMAN NO.168-169 RT.05/01 KLANGON BOJONEGORO BOJONEGORO-JAWA TIMUR,BOJONEGORO,JAWA TIMUR,"MICROCRYSTALLINE CELLULOSE, MISOPROSTOL DISPERSION HPMC",CYTOSTOL,COMBIPHAR,ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1402274781,2026-02-25,4MJ153,7.0,"DUS, 5 STRIP @ 6 TABLET",2026-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,APOTEK SIFA FARMA PAMEKASAN,"Jl. Pasar Ayam No. 5, Dusun Tobalang III, Desa/Kel. Waru Barat, Kec. Waru Kab. Pamekasan",PAMEKASAN,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TUNAS SURYA SENTAUSA,Jawa Timur,Kota Surabaya,NJ/2601/0196,2026-01-07,T38250007,100.0,"DUS, 3 STRIP @ 10 TABLET",2027-06-30,,Apotek,misoprostol,-1,"Z-Score outlier (statistik), Isolation Forest outlier (ML)"
Dalam Negeri,APOTEK SIFA FARMA PAMEKASAN,"Jl. Pasar Ayam No. 5, Dusun Tobalang III, Desa/Kel. Waru Barat, Kec. Waru Kab. Pamekasan",PAMEKASAN,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,TUNAS SURYA SENTAUSA,Jawa Timur,Kota Surabaya,NJ/2602/0164,2026-02-07,T38250009,200.0,"DUS, 3 STRIP @ 10 TABLET",2027-07-30,,Apotek,misoprostol,-1,"Z-Score outlier (statistik), Isolation Forest outlier (ML)"
Dalam Negeri,APOTEK HERO FARMA,JL. PATIMURA NO 17 KEL. JAGALAN KEC. KOTA KEDIRI,KOTA KEDIRI,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",INFLESCO,DIPA PHARMALAB INTERSAINS,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260002923),2026-01-23,LX5A105,1.0,"DUS, 5 STRIP @ 10 TABLET",0000-00-00,,Apotek,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126035205,2026-05-09,TIVTA50034,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126036218,2026-05-13,TIVTA50034,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126039584,2026-05-26,TIVTA50034,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126040389,2026-05-29,TIVTA50034,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126004785,2026-01-21,TIVTA50032,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126000752,2026-01-06,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126004785,2026-01-21,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126005561,2026-01-23,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126005676,2026-01-24,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126007136,2026-01-29,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126008063,2026-01-31,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126019754,2026-03-11,TIVTA50034,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126020168,2026-03-12,TIVTA50034,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126020393,2026-03-13,TIVTA50034,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126023086,2026-03-28,TIVTA50034,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126023889,2026-03-31,TIVTA50034,3.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126012409,2026-02-13,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126013251,2026-02-18,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126014322,2026-02-21,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126016329,2026-02-27,TIVTA50033,3.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU DJATIROTO,JL. PB .SUDIRMAN NO. 81 RT. 003 RW. 004 KEL. LOR KEC. JATIROTO KAB. LUMAJANG PROV. JAWA TIMUR 67355,LUMAJANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126025880,2026-04-07,TIVTA50034,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,APOTEK DHARMA USADA,"JL. PB SUDIRMAN NO. 145 KRL. KRAKSAAN WETAN, KEC.KRAKSAAN",PROBOLINGGO,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026040050,2026-04-07,T38250016,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK DIPONEGORO 1,JL. PB SUDIRMAN NO.57 RT.001 RW.001 KEL. PATOKAN KEC. SITUBONDO,SITUBONDO,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026010165,2026-01-08,T38250011,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK DIPONEGORO 1,JL. PB SUDIRMAN NO.57 RT.001 RW.001 KEL. PATOKAN KEC. SITUBONDO,SITUBONDO,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026010799,2026-01-22,T38250011,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK DIPONEGORO 1,JL. PB SUDIRMAN NO.57 RT.001 RW.001 KEL. PATOKAN KEC. SITUBONDO,SITUBONDO,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026020121,2026-02-05,T38250011,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK DIPONEGORO 1,JL. PB SUDIRMAN NO.57 RT.001 RW.001 KEL. PATOKAN KEC. SITUBONDO,SITUBONDO,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026021223,2026-02-23,T38250011,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Apotek,misoprostol,1,Normal
